"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","총 주자면","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금"
"172703","응암3동 공동주차장(구)","은평구 응암동 580-4","NW","노외 주차장","1","시간제 주차장","02-350-5188","160","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-10-30 15:14:58","N","무료","N","무료","70000","","100","5","100","5","0","0","0","0",""
"172707","역말 공영주차장(구)","은평구 역촌동 12-42","NW","노외 주차장","2","거주자 우선 주차장","02-350-5183","47","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2020-10-30 15:15:43","N","무료","N","무료","0","","0","0","0","0","0","0","0","0","0"
"172755","충현동 제1거주자우선주차장(구)","서대문구 충정로2가 78-13","NW","노외 주차장","3","시간제 + 거주자 주차장","02-360-8542~3","63","Y","유료","N","야간 미개방","1000","1900","1000","1900","1000","1900","2019-06-10 09:34:14","N","무료","N","무료","","","50","5","50","5","0","0","0","0","0"
"172777","갈현1동공영주차장(구)","은평구 갈현동 9-112","NW","노외 주차장","1","시간제 주차장","02-357-5947","61","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-11-27 15:05:27","N","무료","N","무료","70000","","100","5","100","5","0","0","0","0","0"
"172844","마포유수지(시)","마포구 마포동 36-1","NW","노외 주차장","5","시간제 + 버스전용 주차장","02-2290-6093","503","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-17 15:45:09","N","무료","N","무료","162000","","220","5","220","5","","","","","0"
"172881","상암1 공영주차장(구)","마포구 상암동 1621-0","NW","노외 주차장","1","시간제 주차장","02-373-5401","214","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-01-27 18:11:51","N","무료","N","무료","100000","","200","5","","","0","0","0","0","0"
"172904","목동공영주차장(구)","양천구 목동 915-0","NW","노외 주차장","1","시간제 주차장","02-2644-1384","894","Y","유료","N","야간 미개방","0700","2200","0800","1900","0800","1900","2022-08-01 15:42:06","N","무료","N","무료","70000","","150","5","150","5","0","0","0","0","10000"
"172907","망원1-1 공영주차장(구)","마포구 망원동 418-39","NW","노외 주차장","3","시간제 + 거주자 주차장","02-300-5041","68","Y","유료","N","야간 미개방","0900","1700","0000","0000","0000","0000","2022-01-27 17:52:52","N","무료","N","무료","","","1000","60","500","30","0","0","0","0","0"
"172912","염리 공영주차장(구)","마포구 염리동 174-3","NW","노외 주차장","1","시간제 주차장","02-300-5052","135","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-01-27 18:24:20","N","무료","N","무료","170000","","250","5","250","5","0","0","0","0","0"
"172916","목2동 월촌(구)","양천구 목동 525-0","NW","노외 주차장","1","시간제 주차장","02-2061-4369","79","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-01 15:59:18","N","무료","N","무료","50000","","50","5","50","5","0","0","0","0",""
"172923","성산2-1 공영주차장(구)","마포구 성산동 199-0","NW","노외 주차장","3","시간제 + 거주자 주차장","02-300-5041","59","Y","유료","N","야간 미개방","0900","1700","0000","0000","0000","0000","2022-01-27 18:19:32","N","무료","N","무료","0","","1000","60","500","30","0","0","0","0","0"
"172927","한두공영주차장(구)","양천구 목동 610-5","NW","노외 주차장","1","시간제 주차장","02-2652-2637","39","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:35:01","N","무료","N","무료","50000","","50","5","50","5","0","0","0","0","0"
"172934","우리공영주차장(구)","양천구 목동 907-8","NW","노외 주차장","1","시간제 주차장","070-7119-2792","39","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2020-09-02 14:10:31","N","무료","Y","유료","100000","","150","5","150","5","0","0","0","0",""
"172935","웃우물 공영주차장(시)","양천구 신정동 943-25","NW","노외 주차장","1","시간제 주차장","02-2290-6311","79","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2021-10-07 13:04:32","N","무료","N","무료","140000","","220","5","220","5","0","0","0","0","0"
"172936","광장주차장(구)","양천구 목동 907-19","NW","노외 주차장","1","시간제 주차장","070-7119-2792","42","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","2022-08-01 15:46:44","N","무료","Y","유료","100000","","150","5","150","5","0","0","0","0",""
"172937","목동체비지 공영주차장(시)","양천구 목동 908-26","NW","노외 주차장","1","시간제 주차장","","56","Y","유료","N","야간 미개방","0800","2100","0800","2100","0800","2100","2022-09-30 18:12:02","N","무료","N","무료","90000","","130","5","130","5","0","0","0","0",""
"172941","달마을주차장(구)","양천구 목동 532-18","NW","노외 주차장","1","시간제 주차장","010-5318-724","30","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-08-27 17:46:57","N","무료","N","무료","50000","","50","5","50","5","0","0","0","0",""
"172943","망원2-1 공영주차장(구)","마포구 망원동 428-5","NW","노외 주차장","3","시간제 + 거주자 주차장","","62","Y","유료","N","야간 미개방","0900","1700","0000","0000","0000","0000","2022-01-27 18:01:24","N","무료","N","무료","","","1000","60","500","30","0","0","0","0","0"
"172947","한서 공영주차장(구)","마포구 염리동 24-170","NW","노외 주차장","3","시간제 + 거주자 주차장","02-300-5041","111","Y","유료","N","야간 미개방","0900","1700","0000","0000","0000","0000","2022-01-27 18:23:36","N","무료","N","무료","","","1000","60","500","30","0","0","0","0","0"
"172952","목3동 해운주차장(구)","양천구 목동 711-6","NW","노외 주차장","1","시간제 주차장","","64","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-01 15:59:55","N","무료","N","무료","50000","","50","5","50","5","0","0","0","0",""
"172957","등촌 2-1 공영주차장(구)","강서구 등촌동 531-5","NW","노외 주차장","1","시간제 주차장","02-2645-1578","90","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2022-01-23 20:23:01","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","2000"
"172962","화곡7-1 공영주차장(구)","강서구 화곡동 370-63","NW","노외 주차장","1","시간제 주차장","02-2699-8671","86","Y","유료","N","야간 미개방","1000","1900","0000","0000","0000","0000","2021-02-06 15:12:35","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","8000"
"172970","방화역(서) 공영주차장(시)","강서구 방화동 829-1","NW","노외 주차장","1","시간제 주차장","","68","Y","유료","N","야간 미개방","0800","2100","0800","2100","0800","2100","2022-09-30 18:13:44","N","무료","N","무료","91000","","170","5","170","5","0","0","0","0","0"
"172971","방화역(동) 공영주차장(시)","강서구 방화동 830-4","NW","노외 주차장","1","시간제 주차장","","67","Y","유료","N","야간 미개방","0800","2100","0800","2100","0800","2100","2022-09-30 18:13:54","N","무료","N","무료","91000","","170","5","170","5","0","0","0","0","0"
"172979","개화산역 공영주차장(시)","강서구 방화동 845-0","NW","노외 주차장","1","시간제 주차장","02-2290-6064","321","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-17 13:27:49","N","무료","N","무료","91000","","170","5","170","5","0","0","0","0","0"
"172993","화곡5-1 공영주차장(구)","강서구 화곡동 1030-33","NW","노외 주차장","1","시간제 주차장","02-2604-8688","27","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-02-06 15:10:16","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","2000"
"173001","공항동(송정역)(시)","강서구 공항동 42-8","NW","노외 주차장","2","거주자 우선 주차장","","11","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2020-07-01 14:03:35","N","무료","N","무료","0","","0","0","0","0","0","0","0","0","0"
"173005","가양3동 공영주차장(시)","강서구 가양동 1488-12","NW","노외 주차장","1","시간제 주차장","","56","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:11:29","N","무료","Y","유료","140000","","200","5","200","5","0","0","0","0","0"
"173009","화곡2-1 공영주차장(구)","강서구 화곡동 167-10","NW","노외 주차장","1","시간제 주차장","02-2607-1419","59","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-02-06 15:14:19","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","2000"
"173013","화곡6-1 공영주차장(구)","강서구 화곡동 1103-6","NW","노외 주차장","1","시간제 주차장","02-2607-9113","298","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-02-06 15:13:54","Y","유료","Y","유료","70000","","100","10","100","10","0","0","0","0","5000"
"173014","화곡5-2 공영주차장(구)","강서구 화곡동 1056-2","NW","노외 주차장","1","시간제 주차장","02-2604-8688","25","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-02-06 15:09:25","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","2000"
"173018","화곡본-2 공영주차장(구)","강서구 화곡동 46-127","NW","노외 주차장","1","시간제 주차장","02-2607-1570","100","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-02-06 15:10:57","Y","유료","Y","유료","50000","","600","60","50","5","0","0","0","0","2000"
"173019","화곡본-1 공영주차장(구)","강서구 화곡동 56-127","NW","노외 주차장","1","시간제 주차장","02-2600-4250","97","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-02-06 15:11:26","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","2000"
"173020","화곡8-2 공영주차장(구)","강서구 화곡동 410-4","NW","노외 주차장","1","시간제 주차장","02-2607-1571","110","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-02-06 15:15:19","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","2000"
"173021","화곡 8-1 공영주차장(구)","강서구 화곡동 410-60","NW","노외 주차장","1","시간제 주차장","02-2608-1572","53","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-02-06 15:15:35","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","2000"
"173028","화곡5-3 공영주차장(구)","강서구 화곡동 1060-18","NW","노외 주차장","1","시간제 주차장","02-2604-8688","16","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-02-06 15:09:48","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","2000"
"173047","영보빌딩 공영주차장(시)","강서구 가양동 1480-10","NW","노외 주차장","1","시간제 주차장","","79","Y","유료","N","야간 미개방","0800","2100","0800","2100","0800","2100","2022-09-30 18:14:32","N","무료","N","무료","140000","","260","5","260","5","0","0","0","0","0"
"173073","구로5동마을공동주차장(구)","구로구 구로동 549-73","NW","노외 주차장","1","시간제 주차장","02-839-4875","81","Y","유료","N","야간 미개방","0900","1800","0000","0000","0000","0000","2019-06-10 09:32:49","Y","유료","Y","유료","65000","","100","5","100","5","0","0","0","0","0"
"173077","구로3동마을주차장(구)","구로구 구로동 797-1","NW","노외 주차장","1","시간제 주차장","","20","Y","유료","N","야간 미개방","1000","1800","0000","0000","0000","0000","2019-06-10 09:39:28","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","0"
"173091","효봉공영주차장(구)","금천구 시흥동 3-129","NW","노외 주차장","1","시간제 주차장","","69","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2021-01-29 11:01:07","N","무료","N","무료","","","65","5","65","5","0","0","0","0",""
"173093","구로리공원지하주차장(구)","구로구 구로동 139-82","NW","노외 주차장","1","시간제 주차장","","203","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:34:16","N","무료","N","무료","105000","","150","5","150","5","0","0","0","0","0"
"173104","고척1동마을공동주차장(구)","구로구 고척동 52-54","NW","노외 주차장","1","시간제 주차장","","88","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:34:18","N","무료","N","무료","65000","","100","5","100","5","0","0","0","0","0"
"173123","독산1동공영주차장(구)","금천구 독산동 1006-94","NW","노외 주차장","3","시간제 + 거주자 주차장","","66","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2019-06-10 09:35:36","N","무료","N","무료","0","","65","5","65","5","0","0","0","0","0"
"173129","독산3동 공영주차장(구)","금천구 독산동 898-24","NW","노외 주차장","1","시간제 주차장","","50","Y","유료","N","야간 미개방","0800","1900","0800","1900","0800","1900","2021-01-29 11:00:29","N","무료","N","무료","","","65","5","65","5","0","0","0","0",""
"173139","구로2동 마을공동주차장(구)","구로구 구로동 317-187","NW","노외 주차장","1","시간제 주차장","02-837-9650","88","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-12-28 13:55:19","N","무료","N","무료","65000","","100","5","100","5","0","0","0","0","0"
